doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	expectation
journal.pone.0083318.pdf	RELATION_GENEHPOTERM_journal.pone.0083318.pdf_684_684_11_11_16_17	BRCA1/HP:0003736|Autophagic vacuoles	{11}	{16,17}	{Esteve,JM,",",Armengod,ME,",",Knecht,E,(,2010,),BRCA1,negatively,regulates,formation,of,autophagic,vacuoles,in,MCF-7,breast,cancer,cells,.}	0.414
journal.pone.0086917.pdf	RELATION_GENEHPOTERM_journal.pone.0086917.pdf_36_36_10_10_23_23	RUNX3/HP:0002861|Melanoma	{10}	{23}	{(,[,lO,],),Importantly,",",the,decrease,in,RUNX3,protein,expression,is,signiﬁcantly,associated,with,poor,survival,of,gastric,cancer,and,melanoma,patients,[,l,"1,12",],.}	0.798
journal.pone.0062372.pdf	RELATION_GENEHPOTERM_journal.pone.0062372.pdf_848_848_28_28_34_34	NLRP3/HP:0002099|Asthma	{28}	{34}	{Ather,JL,",",Ckless,K,",",l,"\\\\",’,Iartin,R,",",Foley,KL,",",Suratt,BT,",",et,al.,(,2011,),Serum,amyloid,A,activates,the,NLRP3,infla_mmasome,and,promotes,Thl7,allergic,asthma,in,mice,.}	0.676
SCPDFS_4615.pdf	RELATION_GENEHPOTERM_SCPDFS_4615.pdf_594_594_3_3_15_16	TAG-1/HP:0003450|Axonal regeneration	{3}	{15,16}	{Topographic,restriction,of,TAG-1,expression,in,the,developing,retinotectal,pathway,and,target,dependent,reexpression,during,axon,regeneration,.}	0.47
journal.pone.0035856.pdf	RELATION_GENEHPOTERM_journal.pone.0035856.pdf_296_296_16_16_31_32	IF/HP:0100543|Cognitive impairment	{16}	{31,32}	{Stahl,R,",",Dietrich,O,",",Teipel,SJ,",",Hampel,H,",",Reiser,l,"\\\\",’,IF,",",et,al.,(,2007,),VVhite,matter,damage,in,alzheimer,disease,and,mild,cognitive,impairment,:,Assessment,with,diffusion-tensor,lVIR,imaging,and,parallel,imaging,techniques,.}	0.828
journal.pntd.0000420.pdf	RELATION_GENEHPOTERM_journal.pntd.0000420.pdf_230_230_12_12_50_50	IL-5/HP:0001004|Lymphedema	{12}	{50}	{The,immune,response,in,clinically,asymptomatic,individuals,is,dominated,by,IL-4,",",IL-5,",",IL-lo,",",and,IL-13,secretion,",",IgE,and,IgG4,antibodies,",",and,peripheral,eosinophilia,j,',+,A,subset,of,individuals,with,this,infection,",",however,",",has,demonstrable,pathology,characterized,",",most,notably,",",by,lymphedema,",",hydrocele,",",and,elephantiasis,.}	0.8
journal.pone.0060193.pdf	RELATION_GENEHPOTERM_journal.pone.0060193.pdf_783_783_32_32_37_38	p300/HP:0012114|Endometrial carcinoma	{32}	{37,38}	{Saegusa,l,"\\\\",I,",",Hashimura,"l\\\\/I",",",Kuwata,T,",",Hamano,l,"\\\\",I,",",Okayasu,I,(,2005,),Upregulation,of,TCF4,expression,as,a,transcriptional,target,of,beta-catenin,/,p300,complexes,during,trans-differentiation,of,endometrial,carcinoma,cells,.}	0.738
journal.pone.0100239.pdf	RELATION_GENEHPOTERM_journal.pone.0100239.pdf_467_467_25_25_29_31	A2/HP:0001645|Sudden cardiac death	{25}	{29,30,31}	{"l\\\\/likkelsson",J,",",Perola,l,"\\\\",I,",",Laippala,P,",",Penttila,A,",",Karhunen,PJ,(,2000,),Glycoprotein,Illa,Pl,(,A1,/,A2,),polymorphism,and,sudden,cardiac,death,.}	0.674
journal.pone.0002439.pdf	RELATION_GENEHPOTERM_journal.pone.0002439.pdf_197_197_74_74_107_108	KRT77/HP:0003560|Muscular dystrophy	{74}	{107,108}	{Dan,|,os,syndrome,",",type,VIII,A,KRTI,Exfoliative,ichthyosis,",",autosomal,recessive,B,KCNQ2,Electroencephalogram,",",|,ow,—,vo,|,tage,B,*,[,24,],KRT75,Exfoliative,ichthyosis,",",autosomal,recessive,A,CACNAIH,Microphthalmia,",",isolated,",",with,cataract,1,A,KRT2,Exfoliative,ichthyosis,",",autosomal,recessive,B,MYF6,Scapuloperoneal,myopathy,A,KRT5,Exfoliative,ichthyosis,",",autosomal,recessive,B,COL2Al,Spondylometaphyseal,dysplasia,",",Kozlowski,type,B,#,[,25,],KRT77,Exfoliative,ichthyosis,",",autosomal,recessive,A,PSMB5,Basal,ganglia,calciﬁcation,",",idiopathic,",",1,A,KRT6A,Exfoliative,ichthyosis,",",autosomal,recessive,A,NEDD8,Basal,ganglia,calciﬁcation,",",idiopathic,",",1,A,FLNC,Muscular,dystrophy,",",|,imb,»,gird,|,e,",",type,if,A,Cl4orf2,Basal,ganglia,calciﬁcation,",",idiopathic,",",1,A,CRYBBI,Myopia,6,A,ENSGOOOOOl96992,Basal,CRYBA4,Myopia,6,A}	0.626
SCPDFS_41022.pdf	RELATION_GENEHPOTERM_SCPDFS_41022.pdf_17_17_5_5_29_31	RET/HP:0002895|Papillary thyroid carcinoma	{5}	{29,30,31}	{An,oncogenic,rearrangement,of,the,RET,(,35,%,of,cases,),or,the,NTRK1,(,15,%,of,cases,),protooncogene,is,found,in,about,half,of,human,papillary,thyroid,carcinomas,(,Pierotti,et,al.,",",1996,),.}	0.446
journal.pone.0031442.pdf	RELATION_GENEHPOTERM_journal.pone.0031442.pdf_378_378_5_5_7_7	CD200/HP:0002861|Melanoma	{5}	{7}	{To,test,if,expression,of,CD200,on,melanoma,cells,could,improve,the,susceptibility,to,T,cell,therapy,",",we,injected,5,>,<,l05,of,Bl6,.0,VA.,Ctrl,or,Bl6,.0,VA.,CD200,tumor,cells,into,each,Rag,_,/,_,C57BL,/,6,mouse,subcutaneously,.}	0.426
journal.pone.0089160.pdf	RELATION_GENEHPOTERM_journal.pone.0089160.pdf_15_15_5_5_24_25	PREPL/HP:0001319|Neonatal hypotonia	{5}	{24,25}	{According,to,these,results,",",PREPL,regulates,growth,and,neonatal,hypotonia,in,mice,",",which,supports,the,idea,that,PREPL,causes,diminished,growth,and,neonatal,hypotonia,in,humans,with,HCS,.}	0.848
SCPDFS_38799.pdf	RELATION_GENEHPOTERM_SCPDFS_38799.pdf_276_276_24_24_26_26	RAI1/HP:0100753|Schizophrenia	{24}	{26}	{The,establishment,of,the,genomic,structure,and,the,characterization,of,the,expression,pattern,represent,the,ﬁrst,step,toward,an,elucidation,of,the,role,of,RAI1,in,schizophrenia,.}	0.558
journal.pone.0008384.pdf	RELATION_GENEHPOTERM_journal.pone.0008384.pdf_614_614_29_29_34_36	IGF1/HP:0008711|Benign prostatic hyperplasia	{29}	{34,35,36}	{Soulitzis,N,",",Karyotis,1,",",Delakas,D,",",Spandidos,DA,(,2006,),Expression,analysis,of,peptide,growth,factors,VEGF,",",FGF,2,",",TGFB1,",",EGF,and,IGF1,in,prostate,cancer,and,benign,prostatic,hyperplasia,.}	0.596
journal.pone.0076666.pdf	RELATION_GENEHPOTERM_journal.pone.0076666.pdf_153_153_19_19_29_30	DSPP/HP:0000670|Carious teeth	{19}	{29,30}	{By,using,semi-quantitative,reverse,transcriptase,polymerase,chain,reaction,(,sq-RT-PCR,),",",the,authors,veriﬁed,the,gene,expression,of,DSPP,",",NES,",",and,related,genes,in,healthy,and,carious,teeth,[,10,],.}	0.562
journal.pone.0041298.pdf	RELATION_GENEHPOTERM_journal.pone.0041298.pdf_592_592_15_15_5_5	TP53/HP:0009592|Astrocytoma	{15}	{5}	{Tumor,differentiation,is,significant,for,astrocytoma,—,typical,molecular,alterations,in,pure,astrocytomas,(,i.e.,TP53,—,mutations,),and,o,|,igodendrog,|,ioma,—,typical,alterations,in,pure,oligodendrogliomas,(,i.e.,LOH1p,&,19q,),.}	0.612
journal.pone.0089900.pdf	RELATION_GENEHPOTERM_journal.pone.0089900.pdf_528_528_15_15_20_20	SA/HP:0010522|Dyslexia	{15}	{20}	{Lovett,IVIVV,",",Ransby,IVIJ,",",Hardwick,N,",",Johns,l,"\\\\",IS,",",Donaldson,SA,(,1989,),Can,dyslexia,be,treated,?}	0.442
journal.pbio.1001409.pdf	RELATION_GENEHPOTERM_journal.pbio.1001409.pdf_800_800_9_9_24_25	PARP/HP:0002637|Cerebral ischemia	{9}	{24,25}	{Evidence,for,this,hypothesis,comes,from,the,fact,that,PARP,—,/,—,mice,show,reduced,tissue,damage,and,protected,NAD,+,metabolism,in,cerebral,ischemia,[,65,],.}	0.676
journal.pone.0007197.pdf	RELATION_GENEHPOTERM_journal.pone.0007197.pdf_380_380_9_10_30_31	acid_sphingomyelinase/HP:0100279|Ulcerative colitis	{9,10}	{30,31}	{We,demonstrate,that,generation,of,ceramide,and,activity,of,acid,sphingomyelinase,are,required,for,the,production,of,MMP-1,",",which,is,believed,to,damage,the,colonic,mucosa,in,patients,with,ulcerative,colitis,[,"21,22",],.}	0.61
journal.pone.0064912.pdf	RELATION_GENEHPOTERM_journal.pone.0064912.pdf_66_66_7_7_10_10	LPS/HP:0000093|Proteinuria	{7}	{10}	{Compared,with,vehicle-treated,control,mice,",",vehicle-treated,LPS,mice,developed,proteinuria,(,Figure,3A,),.}	0.43
journal.pone.0086671.pdf	RELATION_GENEHPOTERM_journal.pone.0086671.pdf_841_841_38_38_43_44	CD30/HP:0012190|T-cell lymphoma	{38}	{43,44}	{Ho,L,",",Aytac,U,",",Stephens,LC,",",Ohnuma,K,",",l,"\\\\",’,Iills,GB,",",et,al.,(,2001,),In,vitro,and,in,vivo,antitumor,effect,of,the,anti-CD26,monoclonal,antibody,1F7,on,human,CD30,+,anaplastic,large,cell,T-cell,lymphoma,Karpas,299,.}	0.508
SCPDFS_40979.pdf	RELATION_GENEHPOTERM_SCPDFS_40979.pdf_10_10_23_23_30_30	p11/HP:0002665|Lymphoma	{23}	{30}	{The,gene,was,identiﬁed,by,fusion,to,the,BCL6/LAZ3,oncogene,in,an,initially,described,t,(,3,;,4,),(,q27,;,p11,),translocation,in,a,non-Hodgkin,’s,lymphoma,cell,line,.}	0.886
SCPDFS_50867.pdf	RELATION_GENEHPOTERM_SCPDFS_50867.pdf_188_188_14_14_16_17	B7-H3/HP:0012125|Prostate cancer	{14}	{16,17}	{The,similarity,in,the,ﬁndings,of,these,two,independent,studies,reinforces,the,signiﬁcance,of,B7-H3,in,prostate,cancer,.}	0.806
SCPDFS_37555.pdf	RELATION_GENEHPOTERM_SCPDFS_37555.pdf_441_441_1_1_8_11	RAC2/HP:0004375|Neoplasm of the nervous system	{1}	{8,10,11}	{Like,RAC2,",",TOX3,is,associated,with,brain,neoplasms,and,nervous,system,dysfunction,[,31,],",",and,TOX3,has,also,been,reported,to,regulate,calcium,—,dependent,transcription,in,neurons,[,33,],.}	0.518
journal.pone.0026753.pdf	RELATION_GENEHPOTERM_journal.pone.0026753.pdf_381_381_0_0_6_7	MET/HP:0012125|Prostate cancer	{0}	{6,7}	{MET,is,highly,expressed,in,scattered,prostate,cancer,cells,(,A,),",",and,particularly,at,invasive,fronts,within,peri,—,prostatic,fat,tissue,(,B,),;,arrowheads,indicate,positive,cells,.}	0.818
journal.pone.0081527.pdf	RELATION_GENEHPOTERM_journal.pone.0081527.pdf_538_538_17_17_25_25	DAG/HP:0001903|Anemia	{17}	{25}	{|,SG20,Interferon,stimulated,exonuclease,gene,20,kDa,RASGRP3,RAS,guanyl,releasing,protein,3,(,calcium,and,DAG,»,regu,|,ated,),FANCA,Fanconi,anemia,",",complementation,group,A,TAP2,Transporter,2,",",ATP,»,binding,cassette,",",sub,~,fami,|,y,B,(,MDR/TAP,),ZBP1,Z,.}	0.526
SCPDFS_42427.pdf	RELATION_GENEHPOTERM_SCPDFS_42427.pdf_12_12_20_20_3_4	DAGK/HP:0000546|Retinal degeneration	{20}	{3,4}	{These,include,the,retinal,degeneration,A,mutant,",",which,is,caused,by,an,alteration,in,an,eye-speciﬁc,diacylglycerol,kinase,(,DAGK,),gene,.}	0.78
journal.pone.0044061.pdf	RELATION_GENEHPOTERM_journal.pone.0044061.pdf_19_19_7_7_13_14	HPSE/HP:0001402|Hepatocellular carcinoma	{7}	{13,14}	{Objectives,:,The,role,of,heparanase,(,HPSE,),gene,in,cancers,including,hepatocellular,carcinoma,(,HCC,),is,currently,controversial,.}	0.818
journal.pone.0019882.pdf	RELATION_GENEHPOTERM_journal.pone.0019882.pdf_441_441_7_7_23_24	TNF/HP:0002242|Abnormality of the intestine	{7}	{23,24}	{It,is,possible,that,induction,of,these,TNF,family,members,is,due,",",in,part,",",to,the,activation,of,NFATc1,in,the,abnormal,intestinal,cells,in,patients,with,IBD,.}	0.764
journal.pone.0040724.pdf	RELATION_GENEHPOTERM_journal.pone.0040724.pdf_258_258_10_10_40_40	STAT1/HP:0002861|Melanoma	{10}	{40}	{To,test,potential,interactions,between,FLLL32,or,F,LLL62,and,STAT1,in,a,biologic,system,",",we,investigated,the,effects,of,pre-treatment,with,these,inhibitors,on,IFN-3,/,-,induced,signaling,and,gene,expression,of,representative,metastatic,human,RCC,and,melanoma,cell,lines,.}	0.632
journal.pone.0089094.pdf	RELATION_GENEHPOTERM_journal.pone.0089094.pdf_345_345_47_47_40_42	MI/HP:0001508|Failure to thrive	{47}	{40,42}	{The,initial,diagnosis,of,CF,was,based,on,standard,criteria,[,"6,33",],",",which,included,one,or,more,of,the,characteristic,clinical,features,(,most,often,:,chronic,obstruction,/,infection,of,the,respiratory,tract,;,gastrointestinal,abnormalities,;,failure,to,thrive,;,meconium,ileus,",",MI,;,exocrine,pancreatic,insufficiency,),and,/,or,at,least,two,positive,sweat,chloride,tests,in,pilocarpine,iontophoresis,(,>,60,mmol,/,L,),.}	0.844
journal.pone.0049426.pdf	RELATION_GENEHPOTERM_journal.pone.0049426.pdf_589_589_8_8_22_22	JNK/HP:0006765|Chondrosarcoma	{8}	{22}	{Mun,and,co-workers,showed,that,curcumin,suppressed,TNF-or-induced,JNK,activation,in,human,ﬁbroblast-like,synoviocytes,(,FLSS,),and,SW1353,(,a,human,chondrosarcoma,cell,line,),cells,leading,to,an,amelioration,of,collageninduced,arthritis,[,27,],.}	0.716
journal.pbio.1001351.pdf	RELATION_GENEHPOTERM_journal.pbio.1001351.pdf_951_951_24_24_43_45	HOXB6/HP:0004808|Acute myeloid leukemia	{24}	{43,44,45}	{Fischl,),ach,NA,",",Rozenfeld,S,",",Shen,VV,",",Fong,S,",",Chrol,),ak,D,",",et,al.,(,2005,),HOXB6,overexpression,in,murine,bone,marrow,immortalizes,a,myelomonocytic,precursor,in,vitro,and,causes,hematopoietic,stem,cell,expansion,and,acute,myeloid,leukemia,in,vivo,.}	0.852
journal.pone.0060193.pdf	RELATION_GENEHPOTERM_journal.pone.0060193.pdf_783_783_30_30_37_38	beta-catenin/HP:0012114|Endometrial carcinoma	{30}	{37,38}	{Saegusa,l,"\\\\",I,",",Hashimura,"l\\\\/I",",",Kuwata,T,",",Hamano,l,"\\\\",I,",",Okayasu,I,(,2005,),Upregulation,of,TCF4,expression,as,a,transcriptional,target,of,beta-catenin,/,p300,complexes,during,trans-differentiation,of,endometrial,carcinoma,cells,.}	0.472
journal.pone.0079857.pdf	RELATION_GENEHPOTERM_journal.pone.0079857.pdf_98_98_0_0_21_22	B1/HP:0001402|Hepatocellular carcinoma	{0}	{21,22}	{B1,can,induce,cx3,expression,in,non,—,metastatic,HCC,cells,[,"1,7",],",",and,suggested,the,idea,that,in,hepatocellular,carcinoma,patients,TGF,-,B1,triggers,invasiveness,of,HCC,cells,by,stimulating,the,expression,of,cx3,integrin,[,1,],.}	0.448
journal.pone.0068030.pdf	RELATION_GENEHPOTERM_journal.pone.0068030.pdf_325_325_2_2_13_15	Bcl-2/HP:0002860|Squamous cell carcinoma	{2}	{13,14,15}	{Similarly,",",Bcl-2,overexpression,has,been,reported,to,induce,partial,EMT,and,promote,squamous,carcinoma,cell,invasion,and,metastasis,[,32,],.}	0.498
journal.pone.0009453.pdf	RELATION_GENEHPOTERM_journal.pone.0009453.pdf_300_300_32_32_24_25	IL2/HP:0100279|Ulcerative colitis	{32}	{24,25}	{Glas,J,",",StallhoferJ,",",Ripke,S,",",Wetzke,M,",",Pfennig,S,",",et,al.,(,2009,),Novel,genetic,risk,markers,for,ulcerative,colitis,in,the,chromosome,4q27,region,harboring,IL2,/,[,L21,region,are,in,epistasis,with,IL231,?}	0.784
journal.pone.0067306.pdf	RELATION_GENEHPOTERM_journal.pone.0067306.pdf_38_38_3_3_27_27	NOTCH1/HP:0001909|Leukemia	{3}	{27}	{Gainoffunction,mutations,of,NOTCH1,are,common,in,T,lymphoblastic,leukemia/lymphoma,(,T-LL,),[,"2,3",],",",and,have,also,been,described,in,subsets,of,chronic,lymphocytic,leukemia,(,CLL,),[,4,—,6,],",",mantle,cell,lymphoma,(,MCL,),[,7,],",",diffuse,large,B,cell,lymphoma,[,8,],",",peripheral,T,cell,lymphoma,(,PTCL,),[,9,],",",breast,cancer,[,10,],",",and,non-small,cell,lung,cancer,(,NSCLC,),[,11,],.}	0.898
gb-2012-13-9-248.pdf	RELATION_GENEHPOTERM_gb-2012-13-9-248.pdf_67_67_19_19_24_25	MATP/HP:0002297|Red hair	{19}	{24,25}	{eyed,dilute,OCA2,embrane,transporter,Tl/RP,],Brown,OCA3,elanogenic,enzyme,SLC45A2,Underwhite/b,—,locusb,OCA4,embrane,transporter,(,MATP,),/,l/ICIR,Extension,Red,hair,G,—,protein,coupled,receptor,AS/P,Agouti,—,C1,R,antagonist,PO/l/IC,Pomc,Red,hair,3roopiomelanocortin,(,"POl\\\\/lC/oi",—,"l\\\\/lSH",),—,—,DCT,Slaty,—,elanogenic,enzyme,—,—,SLC24/l5,Golden,‘,—,embrane,transporter,(,NCKXS,),K/TLG,Steel,FPHH,Growth,factor,(,SCF,),K/T,Dominant,white,Piebaldism,ieceptor,tyrosine,kinase,(,c,.}	0.866
journal.pone.0096006.pdf	RELATION_GENEHPOTERM_journal.pone.0096006.pdf_472_472_14_14_20_21	PARP/HP:0002588|Duodenal ulcer	{14}	{20,21}	{"\\\\",/,Ve,conﬁrm,that,activated,Bax/Bcl,-2,ratio,",",caspase,3,",",and,PARP,signaling,contributes,to,acetic,acid-induced,duodenal,ulceration,.}	0.418
journal.pone.0057311.pdf	RELATION_GENEHPOTERM_journal.pone.0057311.pdf_315_315_9_9_11_12	STX4/HP:0003651|Foam cells	{9}	{11,12}	{Lipid,metabolism,processes,were,comparably,upregulated,by,T09,and,STX4,in,foam,cells,(,Figure,3A,),",",which,consequently,resulted,in,a,signiﬁcant,reduction,of,total,and,esteriﬁed,cholesterol,content,in,contrast,to,macrophage,treatments,(,Figure,4A,and,Figure,4B,),.}	0.674
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_journal.pone.0091805.pdf_36_36_20_20_27_27	TRIM29/HP:0001009|Telangiectasia	{20}	{27}	{We,then,focused,on,one,of,these,genes,for,detailed,analysis,",",and,selected,TRIpartite,Motif,—,containing,29,(,TRIM29,),",",also,called,the,ataxia,telangiectasia,group,D,—,complementing,(,ATDC,),",",that,belongs,to,the,TRIM,protein,family,[,7,],.}	0.462
journal.pone.0088600.pdf	RELATION_GENEHPOTERM_journal.pone.0088600.pdf_526_526_22_22_27_28	PRRT2/HP:0007166|Paroxysmal dyskinesia	{22}	{27,28}	{Gardiner,AR,",",Bhatia,KP,",",Sta_rnelou,N1,",",Dale,RC,",",Kurian,l,"\\\\",IA,",",et,al.,(,2012,),PRRT2,gene,mutations,:,from,paroxysmal,dyskinesia,to,episodic,ataxia,and,hemiplegic,migraine,.}	0.56
journal.pone.0034903.pdf	RELATION_GENEHPOTERM_journal.pone.0034903.pdf_528_528_24_24_29_30	CD14/HP:0005912|Biliary atresia	{24}	{29,30}	{Chou,l,"\\\\",’,IH,",",ChuangJH,",",Eng,HL,",",Chen,CIVI,",",VVang,CH,",",et,al.,(,2010,),Endotoxin,and,CD14,in,the,progression,of,biliary,atresia,.}	0.434
journal.pone.0038364.pdf	RELATION_GENEHPOTERM_journal.pone.0038364.pdf_296_296_22_22_42_42	NRP/HP:0002861|Melanoma	{22}	{42}	{Straume,O,",",Akslen,LA,(,2003,),Increased,expression,of,VEGF,-,receptors,(,F,LT,—,1,",",KDR,",",NRP,~,1,),and,thrombospondin-1,is,associated,with,glomeruloid,microvascular,proliferation,",",an,aggressive,angiogenic,phenotype,",",in,malignant,melanoma,.}	0.57
journal.ppat.1002054.pdf	RELATION_GENEHPOTERM_journal.ppat.1002054.pdf_681_681_34_34_21_21	p38/HP:0100242|Sarcoma	{34}	{21}	{Pan,H,",",Xie,J,",",Ye,F,",",Gao,SJ,(,2006,),l,"\\\\",’,Iodulation,of,Kaposi,’s,sarcoma,»,associated,herpesvirus,infection,and,replication,by,IVIEK/ERK,",",JNK,",",and,p38,multiple,mitogen-activated,protein,kinase,pathways,during,primary,infection,.}	0.7
journal.pone.0072220.pdf	RELATION_GENEHPOTERM_journal.pone.0072220.pdf_591_591_20_20_23_23	RGS4/HP:0100753|Schizophrenia	{20}	{23}	{Erdely,HA,",",Tamminga,CA,",",Roberts,RC,",",Vogel,l,"\\\\",’,"1\\\\/V",(,2006,),Regional,alterations,in,RGS4,protein,in,schizophrenia,.}	0.862
journal.pone.0054262.pdf	RELATION_GENEHPOTERM_journal.pone.0054262.pdf_636_636_26_26_34_34	PTEN/HP:0001909|Leukemia	{26}	{34}	{Palomero,T,",",Sulis,NIL,",",Cortina,1,"\\\\",’,I,",",Real,PJ,",",Barnes,K,",",et,al.,(,2007,),lVIutational,loss,of,PTEN,induces,resistance,to,NOTCHI,inhibition,in,T-cell,leukemia,.}	0.834
journal.pone.0057311.pdf	RELATION_GENEHPOTERM_journal.pone.0057311.pdf_343_343_19_19_13_14	STX4/HP:0003651|Foam cells	{19}	{13,14}	{In,addition,we,assume,that,a,changed,set,of,transcriptional,LXR,cofactors,in,foam,cells,could,be,recruited,by,STX4,and,thereby,drive,its,speciﬁc,actions,.}	0.504
SCPDFS_46218.pdf	RELATION_GENEHPOTERM_SCPDFS_46218.pdf_217_217_25_25_20_21	XPF/HP:0004431|Complement deficiency	{25}	{20,21}	{Although,the,precise,role,of,xeroderma,pigmentosum,complementation,group,F,—,excision,repair,cross,—,comp,|,ementing,rodent,repair,deficiency,complementation,group,1,(,XPF,.}	0.774
journal.pone.0076944.pdf	RELATION_GENEHPOTERM_journal.pone.0076944.pdf_320_320_26_26_38_40	IDH1/HP:0004808|Acute myeloid leukemia	{26}	{38,39,40}	{lbanez,1,%,",",Such,E,",",Cervera,J,",",Luna,1,",",Gomez-Segui,I,",",et,al.,(,2012,),Rapid,screening,of,ASXLI,",",IDH1,",",IDH2,",",and,c,~,CBL,mutations,in,de,novo,acute,myeloid,leukemia,by,high,~,resolution,melting,.}	0.89
journal.pone.0080340.pdf	RELATION_GENEHPOTERM_journal.pone.0080340.pdf_46_46_3_3_9_9	SRL/HP:0000093|Proteinuria	{3}	{9}	{Although,EVL,and,SRL,are,both,known,to,cause,proteinuria,[,"3,13",],",",a,single,substance,analysis,in,parallel,with,regard,to,the,podocytes,has,not,been,performed,either,in,vitro,or,in,vivo,.}	0.866
journal.pmed.1001013.pdf	RELATION_GENEHPOTERM_journal.pmed.1001013.pdf_163_163_25_25_15_15	MCP/HP:0100602|Preeclampsia	{25}	{15}	{We,identiﬁed,heterozygous,mutations,in,complement,system,pathway,genes,in,seven,of,40,patients,with,preeclampsia,(,18,%,),four,patients,with,mutations,in,MCP,",",two,with,CFI,mutations,",",and,one,with,a,CFH,mutation,.}	0.816
